text_a	label
105年,國際金融市場受到政治因素影響,行情震盪激烈,走勢難以預測,為市場參與者帶來新的洗禮。公司組織變化情形本公司為落實公司治理,強化內部監控制度,本公司自第八屆董事會起,依本公司章程第25條之1及「公開發行公司審計委員會行使職權辦法」規定,設置審計委員會,藉其專業能力及超然獨立之立場,協助董事會決策並有效監督公司經營活動。營業計畫及經營策略實施成果單位:新台幣佰萬元項目105年度金額104年度金額承銷暨買入各類票券577,766417,553融資性商業本票發行金額420	N
每股稅後盈餘31元,資產報酬率為81%,權益報酬率為16%。華南產險105年度稅後淨利為01億元,每股稅後盈餘00元,資產報酬率為57%,權益報酬率為99%。華南永昌投信105年度稅後淨利為29億元,每股稅後盈餘93元,資產報酬率為31%,權益報酬率為10%。華南金創投105年度稅後淨利為10億元,每股稅後盈餘05元,資產報酬率為58%,權益報酬率為59%。華南金AMC105年度稅後淨利為50億元,每股稅後盈餘50元	N
107年度營業計畫概要考量	Y
淨值報酬率及資產報酬率分別為27%及43%。未來本集團亦會在過去努力所創造的堅實基礎上,持續追求成長與卓越。謹將本公司105年度營業成果概述如下:獲利能力方面獲利主體的銀行子公司持續改善存款結構,降低資金成本,並在秉持質量並重的原則下,加強承作高收益的中小企業融資及海外放款業務;另一方面,積極發展財富管理業務,提升營運績效,銀行及其子公司全年度為本集團創造稅後淨利135億元	N
環境影響事項外部競爭環境:金融主管機關鼓勵金融機構整併,希望減少金控及金融機構數量,此對目前金融機構過多而導致之惡性競爭應有導正之效,對本公司未來之營運應會有所助益。法規環境:推動國際會計準則IFRSs,並融以在地監理。為提升我國資本市場之國際競爭力,降低國內企業赴海外籌資成本,上市上櫃公司、興櫃公司及金管會主管之金融業自102年起開始依2010年版國際財務報導準則IFRSs編製財務報告,企業於101年1月1日須進行IFRSs財務報表之開帳,我國自此邁入IFRSs元年。2013年版國際財務報導準則(IFRSs),自104會計年度開始適用,金管會並宣布於107年1月1日接軌國際財務報導準則第9號「金融工具」(IFRS	N
該中心已於101年1月2日正式運作,主要工作包括二大部分,包括事前的教育宣導,與事後的爭議處理,透過該機構	N
改採系統自動發放電子餐券,並以掃描手機QRcode方式進行支付。—四—預算執行情形存款年平均餘額為新台幣12,505億元,達成率102%。放款年平均餘額為新台幣10,124億元,達成率25%。壽險及產險手續費收入為新台幣22億元,達成率146%。—五—財務收支及獲利能力分析105年度決算淨收益257億元,呆帳費用及保證責任準備提存04億元,營業費用193億元,繼續營業單位稅前淨利59億元,較104年成長63%,稅後淨利96億元,資產報酬率(稅後)35%,權益報酬率(稅後)50%	Y
﻿前一年度營業結果去年度營業計畫實施成果回顧一○六年,整體經濟環境受到主管機關商品費差損控管、社會對公司治理要求提升、美元升息及歐美國家政治等不確定因素干擾,壽險經營環境仍然面臨挑戰。但在需求增加帶動貿易復甦,經濟穩定成長情勢下,全球經濟緩步回升。面對競爭多變的環境與FinTech、InsurTech浪潮來襲,本公司秉持「誠信、當責、創新」的核心價值,洞察市場趨勢,以穩健的經營態度,勇於創新改變,完善的人才培育,優化組織體質,商品持續推陳出新與多元發展通路,提供更貼近客戶需求的服務品質,以擴大市場領先優勢。玆將本公司一○六年度業務推展狀況報告如下：全險初年度保費收入為2,333億元,較去年同期成長2%。初年度等價保費為786億元,較去年同期負成長8%。總保費收入（含再保保費）為7	Y
進行基本面、技術面及資金面等面向之深入研究,俾掌握投資趨勢,規避風險產業；除定期發行相關投資刊物及舉辦投資講座外,並提供金控集團相關單位投資諮詢之依據與授信之參考。進行下列相關資訊系統規劃：A.配合金控及公司數位化金融環境Bank0之規劃藍圖,打造完整數位化金融環境,朝下列目標逐步建置：a.建立數位化交易環境。b.建立AI互動式客戶服務中心。c.善用數位化行銷系統。d.深化社群媒體經營與行銷。e.掌握FinTech發展趨勢,規劃相關技術與服務。f.善用金控大數據專案平台,提供數位化行銷服務。g.善用商業智慧分析平台,即時績效管理。B.海外複委託web交易平台建置規劃：建置多國下單平台,使客戶可以在同ㄧ平台上同時進行多樣商品交易操作,並進行台幣計價子系統建置,增加客戶交易便利性。華南產險為因應營業通路及消費者多樣化之需求	N
增加了資金運用的彈性及靈活度,並提升資金運用收益率,有利於資金去化及減輕財務壓力。總體經營環境的影響：106年全球景氣進入上升循環周期,擺脫成長停滯陰霾,受惠先進國家經濟領先復甦,帶動全球投資、貿易、工業生產等實質經濟動能,企業與消費重拾信心,金融市場交易熱絡,經濟成長表現優於原先預期。美國經濟在106年表現亮眼,民間投資提供了最主要的成長動能。此外第二季起的弱勢美元,也拉抬了美國的出口表現。美國106年12月消費者物價指（CPI）年增率已達1%,去除食品與能源價格的核心通膨則來到8%。美國經濟達到充分就業,加上通膨達到預定目標,給予聯準會（Fed）利率政策正常化依據,聯邦基金利率目前在25-51%區間。歐元區經濟穩健擴張,通膨漸回溫	N
50092%放款業務5,5556,01592%外匯業務1,4871,342111%稅前淨利121996%財務收支及獲利能力105年本行財務收支及獲利能力如下:單位:新台幣億元項目年度105年度104年度變動率利息淨收益12161%利息以外淨收益99-1%淨收益合計20250%呆帳費用000%營業費用86-1%稅前淨利12190%所得稅費用7911%稅後淨利1510-1%每股盈餘(稅後)(元)8992-1%資產報酬率(稅後)17%20%-03%股東權益報酬率(稅後)98%67%-69%研究發展狀況105年本行順應金融數位化之發展潮流,導入前台轉型變革實作,培育員工職能轉型	N
各險自留綜合率合計為14%,較前年度穩定下降,核保獲利尚屬穩健。茲就本公司各項營運結果及業務經營策略概要說明如下：各險簽單保費收入單位：新台幣仟元險別106年度105年度增(減)金額增(減)%任意車險3,526,4063,523,6402,766+1%強制車險773,125772,910215+0%住家保險300,358303,697(3,3-1%健傷保險567,651618	Y
不一定具備社群經營或技術能力,因此數位人才落差大,如何招募及培養足夠的優質人才,成為金融機構數位金融的重要瓶頸及未來努力方向。因此,本行將強化並持續進行在職員工教育訓練,以提昇員工在金融科技方面之技能,使其成為銀行發展金融科技之助力。綜觀近來之法規環境,對於本行影響較大的為「金融機構國內分支機構管理辦法」之修正,申請條件中之淨值報酬率由達全體三年平均值5倍降為1倍、申請家數不受每年2處之限制、放寬得於每年5月及11月提出申請	N
臺幣表現相對強勢,累計全年臺幣升值超過7角；而中國因人行維持緊盯一籃子貨幣策略,且資金持續流出中國,導致人民幣加速貶值,累計全年境內及境外人民幣對美金貶值分別超過6%及5%。本公司除隨時掌握外匯市場變化外,並在嚴謹的風險控管機制下,透過模組化操作以降低外匯避險成本。在財務經營方面,105年相關之個體營業數據如下：營業收入為新臺幣（下同）3,471億36萬元,較去年度增加511億4,352萬元,增加28%,主因係簽單保費收入增加。本公司目前商品策略以能帶來公司長期利益並受到客戶青睞的保障型及健康險商品為主,105年總保費收入(含投資型商品)為2,643億8,074萬元,較去年度增加365億9	Y
華南產險持續觀注於新商品之研發及行銷專案之創新組合。106年度共計開發153件新商品,銷售中之專案商品達106項,除掌握市場需求外,更能提供保戶完整的專業服務。因長期持續致力於商品創新及社會公益活動,華南產險在「最佳保險專業」及「最佳商品創意」已連續多年獲得「保險信望愛獎」,而「最佳社會責任獎」亦獲取優選,受到社會各界的支持與肯定。在風險管理文化方面以整合性、精緻度及透明度做為其核心價值之DNA,並透過稽核、法遵及風管單位之合作平台作為推動具體之風險管理機制,以提升公司治理及風險管理效益。華南產險秉持穩健經營的最高指導原則,A.M.BEST公司給予信用評等,「財務強度：A（穩定）,發行體信用a,二項評等展望為穩定」	N
俾利申設之彈性,對於有意於偏鄉申設分支機構者,得隨時提出申請,不受申請時間限制,此將提高金融機構增設分支機構之彈性,推動金融服務之普及性。另外,臺灣將於107年第4季接受亞太防制洗錢組織(APG)之相互評鑑,金管會要求全體銀行須在105年9月底前,完成全行洗錢風險評估作業及全行洗錢及資恐防制計畫。本行已依規定要求應確認客戶身分及留存與客戶往來交易紀錄憑證等事宜,且須對帳戶及交易持續監控,以強化防制洗錢與打擊資助恐怖主義機制,並健全內部控制及稽核制度。未來本行仍將秉持強本穩盈的經營策略,並配合金融政策及資訊發展之開放,發展創新金融服務,開發多元化金融商品,有效地提昇銀行獲利,擴大本行營運規模。	N
下轄營運管理部、數位金融部及客戶服務部;總行後台置3個管理群:風險管理群,下轄風險管理部、徵信產經研究部、債權管理部及授信管理部;資訊科技管理群,下轄資訊規劃開發部及資訊作業服務部;行政管理群,下轄行政管理部、財務會計部、人力資源部及經營企劃部;並設5個通路管理中心及法遵暨法務部。營業計劃與經營策略實施成果建構質量並重之存款規模,並於活期性存款占率與資金成本控制有亮麗表現。獲頒金融研訓院菁業獎-「最佳數位金融獎」。獲頒《數位時代》雜誌創新商務獎-「最佳全通路體驗獎」。開辦「SnY數位服務」。開辦「微信支付跨境代收」業務。首家取得金融科技專利的泛公股銀行。開辦「繳款櫃員機(PTM)」業務。開辦「互動式櫃員機(ITM)」業務。開辦視訊客服,透過「互動式櫃員機(ITM)」提供客戶數位時代新體驗。制定「公平待客原則」政策及策略,俾供全行員工遵循及執行,並設置「金融消費者保護暨公平待客原則管理委員會」	Y
﻿受到外部競爭環境、法規環境及總體經營環境之影響銀行業者面臨跨足金融業務的科技業者所帶來的競爭壓力,近年來無不加速進行軟、硬體設備之轉換及人員培訓,投入金融業務轉型與金融科技(FinTech)服務業務的提升。106年12月29日立法院三讀通過「金融科技發展與創新實驗條例」(金融監理沙盒),將有利於建立金融科技創新實驗機制,加速金融服務業與非金融服務業之協力合作,提升我國金融科技之發展及金融業競爭力。為提高金融機構對法令遵循、防制洗錢及打擊資恐制度之重視,加強法遵人員及主管資格條件、專業訓練及其角色功能	N
連續第二次未調整利率。2016年外匯存底為4,304億美元,12月月減44億美元,主因是歐元兌美元貶值所導致。全年較2015年增加73億美元。12月外資淨流出48億美元,持續賣超台股	N
有關金控、銀行及票券等業之相關配合事項。122增修「金融控股公司及銀行業內部控制及稽核制度實施辦法」部分條文。122訂定發布「金融機構通報重大偶發事件之範圍申報程序及其他應遵循事項」。111發布「對經指定制裁對象之財物或財產上利益及及所在地通報辦法」。103修正公布「票券金融管理法」第66條條文。126公布施行「重要政治性職務之人與其家庭成員及有密切關係之人範圍認定標準」。128施行「洗錢防制法」。128公布施行「金融機構防制洗錢辦法」。128公布施行「銀行業及電子業支付機構電子票證發行機構防制洗錢及打擊資恐內部控制要點」	N
稅前淨利預算達成率107%。財務收支及獲利能力106年本行財務收支及獲利能力如下:單位:新台幣億元項目年度106年度105年度變動率利息淨收益18128%利息以外淨收益991%淨收益合計27205%呆帳費用000%營業費用783%稅前淨利11126%所得稅費用278%稅後淨利19155%每股盈餘(稅後)(元)04895%資產報酬率(稅後)18%17%01%股東權益報酬率(稅後)21%98%23%研究發展狀況106年,本行投資國際眾籌平台,冀掌握並引進最新金融科技,同時積極培育金融科技人才及大數據分析與精準行銷人才,以強化數位金融競爭力;為配合政府推動行動支付,本行成為首家開辦「TaiwanPay」之民營銀行,提供客戶轉帳、購物、繳稅費等多元行動支付。年內	Y
28215,31227所得稅利益(費用)36273本期淨利14,31815,24592每股盈餘（元）172560財務收支及獲利能力分析本公司及各子公司106年度之財務收支及獲利能力表列如下：單位：新台幣佰萬元；元；%公司名稱稅前淨利稅後淨利每股稅後盈餘(元)純益率(%)資產報酬率(%)淨值報酬率(%)本公司及子公司合併16,80314,71217554428本公司（個體）14,28214	N
賡續積極推展財富管理業務,俾協助改善存款結構及增裕手續費收入。1112BANKFTAIWAN中華民國一〇六年年報掌握高齡化、少子化的社會發展趨勢,賡續推動長期照顧保險及年金保險,以補社會安全網之不足。強化內稽、內控、風管及法遵等,落實公司治理、善盡企業責任及健全風險管理機制。為強化本行專業人才之培育,將賡續選訓年輕優秀行員,提供其財務、授信、風險管理等全方位之專業訓練,並輪派至各部門學習,培養經營幹部人才。預期營業目標本(1年度營業計畫目標,係參酌過往業務成長軌跡,衡量市場趨勢及未來業務發展動能後審慎擬訂,業經主管機關財政部核定如下:存款營運量:新臺幣35,333億元。放款營運量:新臺幣23,090億元。外匯業務量:美金3,381億元。稅前盈餘:新臺幣79億元。	Y
107年度(11-1營業計畫—一—經營方針及重要經營政策依循政府政策推動相關業務發揮中小企業專業銀行特色融資與輔導並重,鞏固專業銀行獨特地位。推動都更金融、綠能金融、銀髮金融、文創金融。投資設立創業投資公司,以扶植文創及新創產業,提升本行競爭力與價值。提升資訊系統暨資安防禦能力,並推廣普惠金融強化IT基礎建設,增進資訊系統整體效能,並厚植資訊根基。客製化電子金流服務,支持各項業務之發展。強化獲利能力與風險控管在兼顧風險與收益前提下,深耕中小企業核心業務,增長獲利基礎。加強海外通路管理,分散獲利來源。強化授信風險控管及貸後管理品質。推行法遵文化	Y
將密切關注東協新興國家發展趨勢,審慎評估設立分支機構、併購或參股之可行性。推動數位化金融數位通路：A.華南銀行首創「華銀揪團搖紅包」服務,為公股行庫首家推出結合生物辨識之「快速登入」服務及首家開辦「台灣PAYQRCode行動支付」業務。B.華南永昌證券推出好神算及好神準APP,深獲客戶好評,並且透過官方Line@粉絲數,可及時聯繫及服務,提升客戶黏著度,也帶動整體經紀市占率提升至09%。C.華南產險強化數位行銷,提供網路投保、電子保單及車險理賠行動化等服務,以簡化客戶投保及理賠程序。金融科技專利：首家取得金融科技新型專利的泛公股銀行,截至106年底華南銀行取得20項新型專利,並以「SnY+台灣Pay數位服務」榮獲2017年Gartner金融服務創新獎之「最佳數位創新客戶服務與產品獎」。舉辦FinTech競賽系列活動：舉辦第二屆FinTech創新競賽活動,建立金融科技競賽之產、學、研交流平台	N
﻿營業計畫及經營策略實施成果106年度本公司逾放比率39%,授信資產品質良好,資本適足率維持在高水準。營運融資隨美國FED啟動縮表與升息效應,有逐步墊高趨勢,惟仍具一定利差收益空間,外幣債信用貼水則呈現收歛,部位及收益穩定成長,在股權及可轉債投資方面亦適時掌握布局時機,106年度稅後盈餘51億元,每股稅後盈餘24元。整體營運相關數據如下表：單位：新台幣佰萬元項目106年度105年度保證商業本票餘額112,040108,806承銷商業本票業務量1,821,6191,616,691買賣票券業務量6,449	Y
﻿107年度營業計畫概要經營方針本公司持續在公司治理、強化專業、提昇產品及服務品質上要求不斷精進與落實,並以善盡企業社會責任、追求長期穩健核保利潤,以創造更大的股東價值鞏固永續經營之根基。結合集團資源作全球化佈局,持續秉持旺旺惜緣愛才,自信做事,團結心連心,結合志同道的精神,共同創造高利潤,分享高成果,開創空前新事業,發揮公司旺旺、大家旺旺的企業文化與經營理念,為公司全體同仁努力依循的經營方針。預期銷售數量展望107年,本公司因電子商務系統的陸續建置完成,透過網路投保、新增的行銷通路以及多元化的商品,預估107年度簽單保費為100億元	Y
可即時完成理賠事故通知,系統會依賠案類型自動分派理賠人員,並提供案件處理狀況方便客戶追蹤；網路行銷方面,配合法令逐步開放,擴大網路投保商品及服務,同時實施強制車險優惠措施、強制險斷保簡訊通知、與網路部落客合作口碑行銷、舉辦傷害險網路投保抽獎活動及增投Google網站關鍵字廣告等。此外,旅遊險海外班機延誤險與KPMG合作首創業界主動理賠機制,新增個傷險電子保單應用,以及加強FaceBook粉絲團經營等,逐步提升公司網銷市場品牌知名度,優化升級客戶體驗及培養客戶忠誠度。國泰產險運用產險核心職能「損害防阻」技術,積極推廣事前預防的觀念,提供保戶多元化之損害防阻服務。在103年4月創建「零事故研究所」網站,跨領域結合了保險與交通專業	Y
落實質量並重政策。商品研發設計兼顧虛擬及實體通路之發展趨勢及需求,開發創新及具競爭力之商品。風險管理暨財務投資方針:維持最適RBC水準,保持良好清償能力;妥善孜排再保險合約,增加再保合約容量,以兼顧業務引進與風險分散性。加強法規遵循,落實外部評鑑機構的改善建議;持續精進風險量化技術,提升公司風險管理機制,以強化各項作業流程風險監控功能;重視商品費率合理性,避免殺價競爭行為,維持穩定核保獲利。掌握國際政經情勢,妥善規劃資產配置,提升資金運用效益及投資績效。保險服務方針:持續開發各式e化系統和APP應用功能,簡化作業流程	Y
以金融促進產業,促進南向發展,創造金融與產業雙贏。協助國銀增設海外據點之具體措施,包括持續強化國際金融監理合作、充實金融業海外資料庫、鬆綁法規及培訓國際金融人才等,使金融業貼近新南向政策目標國家之市場,就近提供台商服務。金管會於104年底解除不動產貸款集中度列管措施,回歸銀行自主管理;而中央銀行認自99年6月採行不動產針對性審慎措施以來已見成效,金融機構亦持續強化不動產授信風險自主管理	N
以強化客戶體驗,創造客戶與銀行之雙贏價值。隨著大中華區及東南亞各國對外資逐步開放,海外經營競爭持續加劇,同時全球科技業、互聯網業者亦積極進入金融領域,金融產業的競爭環境亦受到影響。因應新的競爭局勢,本行將積極了解在地客戶需求,持續提供客戶最優質的體驗以及更創新的服務。法規環境縱觀亞太區的監理發展趨勢,預期各地主管機關的監管標準將持續提升,主要反映在強化資訊安全、健全持續營運計劃、落實洗錢防制及打擊資恐(AML/CFT)與客戶盡責調查等相關面向,諸項要求雖造成銀行業合規、內控成本上升,但可加速與國際標準接軌。為符合國際監理趨勢與國內主管機關監管要求,本行持續落實法令遵循及內部控制制度之執行,並配合外部法令規範變動,即時修正本行各項內部規章辦法;其次,因應107年「亞太防制洗錢組織」(APG)相互評鑑之準備,本行亦已推行「以風險為基礎」的管理架構,陸續積極強化洗錢及資恐風險辨識與評估、加強執行認識客戶(KYC)審查、落實可疑交易控管與申報、優化洗錢防制系統等各項措施	Y
1362,30042放款業務1,7011,70050外匯業務(美金)5100198手續費收入675260財務收支及獲利能力分析106年度較上(1年度決算數,主要增減項目分析如下:單位:新台幣百萬元、%項目106年度105年度增(減)數增(減)比率(%)利息淨收益2,5342,5221248利息以外淨收益739788淨收益合計3,2733,310呆帳費用(5(322564營業費用(2,1(2,2稅前淨利491691(2本期淨利452648(1稅後每股盈餘(元)4779資產報酬率稅前1927-稅後1725-權益報酬率稅前6968-稅後3932-研究發展狀況持續蒐集分析國內外經濟金融情勢,及國內主要產業動態資料,定期編撰經濟金融及重要產業之分析報告,及不定期就銀行經營相關之重大經濟金融議題與本行授信業務相關之產業撰寫專題報告,俾供業務拓展之參考。	Y
72328,974041,62440820416,30016,315-0912,79912,2514710	N
未來發展策略持續累積客戶與資產,強化舊戶維護並重視資本使用效率。加速調整產品結構,提升成長動能以改善收益。資產運用效率極大化,以創造公司最大利潤。因應人口結構改變,加強發展高齡化商品與服務。學習新的經營模式培養目標客群為核心客戶	Y
105年度營業報告如下:買賣票券:買入融資性商業本票797,287佰萬元,較104年度增加18%,賣出融資性商業本票793,821佰萬元,較104年度增加68%。買賣可轉讓銀行定期存單:買入可轉讓銀行定期存單147,716佰萬元,較104年度增加84%,賣出可轉讓銀行定期存單147,631佰萬元,較104年度增加62%。買賣債券:買入各類債券416,842佰萬元,較104年度增加31%,賣出各類債券415,867佰萬元	N
未來發展策略106年本行業務發展策略重點如下:總體營運面:持續穩健經營,健康均衡成長,落實目標管理,提升營運績效。業務拓展面:擴大放款規模,優化放款組合,廣耘財富管理,增進財務投資。負債管理面:改善存款結構,降低資金成本,靈活存款定價,調控資金水位。客戶關係面:共享客戶資源,深耕核心客戶,提供整合服務,共創客戶價值。業務行銷面:創新產品服務,善用數據分析,精準客戶行銷,合理放款定價。通路發展面:加強虛實整合,推廣智慧分行,積極布局亞太,建構區域銀行。數位金融面:應用金融科技	N
增設法令遵循室。123第六屆董事會第十八次會議通過修改組織,將於104年改選董事,依規定設置審計委員會,取代監察人職權。104年4月24日召開股東常會,改選19名董事(含4名獨立董事),並由4名獨立董事組成審計委員會。營業計畫及經營策略實施成果單位:新台幣仟元;%項目105年度決算數104年度決算數增減比率(%)保證商業本票平均餘額30,290,48627,530,59902承銷及簽證商業本票平均餘額62,848,90048,960,30037商業本票累計賣斷量354,180,100292,460,10010各類債券累計賣斷量31,588,72345,231,016-16預算執行情形單位:新台幣仟元;%項目105年度決算數105年度預算數達成率(%)保證商業本票平均餘額30,290,48627,400	N
更堅實壯大,成為本國銀行中之優質銀行。長期目標:透過整併,擴大經營版圖,成為亞太地區優質銀行。經由整併過程,擴大經營版圖與資本規模,兼顧股東權益,並成為亞太地區優質銀行。	Y
提供客戶便利、安全的理財服務。強調策略研發的重要性,掌握市場商機與脈動,全面思考海內外市場的投入、金融商品的研發與設計或是數位金融科技帶來的營運變革,以確保長期競爭力。提升管理效能與落實風控及法遵風險管理技術持續提升,平衡風險與報酬。強化防駭、防毒、防外洩之資安防禦能力,以確保資訊系統安全。升級管理及防制系統,建立整體性防制洗錢及打擊資恐能力,以落實法令遵循。公司治理與企業社會責任落實法令遵循、風險管理與內部控制程序,確保公司、員工、股東、及客戶的權益。積極參與公益活動,回饋社會、善盡企業責任,並宣傳企業形象與永續經營的信心。預期營業目標107年全球景氣持續穩健復甦,我國經濟發展受惠於半導體先進製程等科技創新暨應用趨勢,可望持續挹注我國出口動能；加上政府積極推動前瞻基礎建設計畫,擴大公共財政支出等,均有助於經濟發展,但仍受許多不確定因素影響。本公司因應內外部環境的變動已規劃具體之發展計畫,並擬定營業目標如下：提升獲利能力。改善財務結構。強化公司治理。	N
持續創新數位金融產品與服務;積極培訓專業人才,推展企業社會責任,提升優質企業形象。106年本行經營策略實施成果反映在主要業務與盈餘之成長,其中,存款平均餘額新台幣8,142億元,較上年成長4%,放款平均餘額新台幣6,055億元,較上年成長9%;稅前淨利新台幣144億元,較上年成長6%。預算執行情形106年本行主要業務與稅前淨利預算執行情形,分別為存款平均餘額預算達成率96%,放款平均餘額預算達成率99%	Y
資本適足率維持在高水準。營運融資成本尚維持低檔,惟隨FED啟動升息與川普效應,殖利率有逐步墊高趨勢,惟仍具一定利差收益空間,外幣債信用貼水呈現收歛,部位及收益則穩定成長,在股權及可轉債投資方面亦適時掌握佈局時機,105年度稅後盈餘10億元,每股稅後盈餘17元。整體營運相關數據如下表:單位:新台幣佰萬元項目105年度104年度保證商業本票餘額108,806101,368承銷商業本票業務量1,616,6911,451,744買賣票券業務量5,811,0345	N
本行將透過設立海外分支據點及參股大陸消費金融公司,滿足客戶於大中華業務需求,及擴大本行在消費金融業務的利基,逐步增加本行國際化的發展成果。	N
提升信用卡有效卡率及簽帳金額。配合bank0線上辦卡機制,運用網路廣告促動辦卡,並舉辦網路卡友推薦辦卡活動,拓展新銷售通路,節省推廣人力,降低經營成本。持續推展銀聯卡刷卡消費之收單業務,提升本行收單業務之市場競爭力並增益收入。推展紅利折抵收單商店、銀聯卡刷卡消費收單業務,及結合感應式行動支付,持續提升市場競爭力,增加收單業務承作量及本行自行卡率。加強推展分期繳型保險商品,大力推動全員協銷保險商品並建立分行主要保險協銷人員制度,開辦外匯及企金AO保險及基金協銷轉介班、儲備理專財富管理實務班,強化教育訓練成效,發揮全員行銷綜效。客戶分群經營,舉辦主題式說明會、藝文欣賞等客戶經營活動,並持續領航會員計畫,強化高資產客戶經營維繫	Y
強化線上服務功能。升級客戶服務系統,擴展數位化服務,以達多元服務與提升客服效率。落實金控數位化金融環境0政策:建立數位化行銷團隊,善用金控建置大數據資料系統環境與分析工具,建立客戶精準圖像,落實集團數位化金融政策推廣。深化社群媒體經營,透過Facebook紛絲團、Line@、Youtube影音平台等主流社群媒體平台持續與數位客戶溝通。落實主管機關開放政策:配合不限款項借貸、證券商受託辦理定期定額買賣有價證券、集保帳簿劃撥作業數位等政策	N
擴大存款規模,105年度外匯存款累計平均餘額較104年度成長72%。2積極拓展進出口業務,提升外匯業務市占率,105年度出口押匯市占率由6%成長至12%;進口開狀市占率由36%成長至82%。財富管理業務財富管理業務手續費收入穩定成長1聚焦強化財富管理業務,積極拓展保險、基金手續費收入,藉以提升全行手續費收入,以增裕盈收、創造收益為優先重點。2積極推展理財聚焦專案,105年度財富管理業務手續費收入較104年度成長97%。在創新產品方面通過8案電子金融新型專利,持續開發創新電金業務,提供更便利服務1積極申請各項金融科技發明及新型專利,包含雙因素信物、HiBank數位銀行、醫療繳費系統、廟宇金流系統、智慧分行、多媒體數位內容等項目,已於105年底遞件申請23項金融專利,截至106年2月,已獲經濟部智慧財產局通知通過8案新型專利審查。2提供客戶兩岸電子商務金流服務,推出「跨境e匯通」服務。3提供客戶多元化繳費方式	Y
未來發展策略用心客戶服務配合政府發展新創重點產業政策,積極規劃融資專案,有效提升對5+2產業之推展功能;持續扶植中小企業,提供活絡資金管道。此外,投入金融科技研究與發展,於金融服務中導入大數據、區塊鏈及人工智慧等技術,並引進跨裝置與行動裝置開發技術,擴展社群平臺,吸引年輕顧客群,俾提升數位金融競爭力。穩健財務投資依據國家產業策略及經濟發展政策,增加相關投資,以追求長期收益報酬;同時配合升息循環,增持債券投資部位,兼顧流動性和穩定性之利息收益。加速海外布局配合政府新南向政策,拓展海外營運據點	Y
未來發展策略鼓勵員工取得各項專業證照及參與相關教育訓練,提升專業能力。持續強化固定收益商品核心業務,深耕、維繫及開發目標客戶群,創造差異化服務價值。強化企業整體服務,爭取授信業務外之股權商品認購或其他業務商機。積極擴展具優質信評之客戶往來及爭取免保證商業本票聯合承銷業務。強化風險控管機制,動態管理客戶資信狀況,預警授信戶信用貶落發生。調整授信結構,拉高自保票券利差及動用率以增進票券收益。制定合理授信訂價策略,落實風險利潤合理對稱原則	N
對於具備發展潛力之東協國家,除採取設立辦事處、分行或子行等方式外,尋找併購、參股目標,以利快速進入當地金融市場。確保永續經營健全金融科技風險管理及資訊安全防護機制;落實執行防制洗錢及打擊資恐內部控制相關計畫,有效降低本行防制洗錢及打擊資恐風險,並提升本行法令遵循制度及功能,以加強建立法遵文化;多元培育數位金融與國際金融人才,加強員工核心職能訓練,俾因應數位金融發展趨勢;推動企業社會責任,積極參與各項社會公益活動,關懷弱勢團體;掌握公司治理發展趨勢,於健全管理制度與監控機制下進行各項營運活動,以確保股東權益。	Y
未來發展策略鞏固票債券業務之市場領先地位。持續建置及調整適當債券部位,擴大債券附條件交易業務規模,並結合衍生性商品操作,維持穩定獲利。降低資金成本,擴大利差,以提高經營績效。強化內部控制及內部稽核制度,積極落實各項法令遵循工作。合理配置資本	N
創造企業獲利與永續發展之雙贏。展望2018年,全球景氣復甦趨勢延續,步入升息循環,然而全球政治與經濟變數仍多,國泰金控將持續厚植風險控管能力,整合經營綜效,將新科技應用於各項服務及產品,創造客戶的優質服務與體驗,考量環境與社會利益,提供更多元化的商品,以「保險+銀行+資產管理」三引擎作為核心發展策略,以提升股東價值為目標,朝向「亞太地區最佳金融機構」的願景邁進,回報各位股東長期對國泰金控的支持。	N
7營業費用(665,7稅前淨利2,521,541稅後淨利2,110,815資產報酬率96%淨值報酬率87%研究發展狀況因應金融環境變遷,「監理沙盒機制」修法初審通過,將積極發展FinTech,開發符合公司長遠發展之業務,積極參與票券公會新種業務,爭請主管機關開放票券公司承作。配合金控政策推行共同行銷,從事代理國內基金之銷售及買回業務,提供多元化的金融服務。加強員工交易、徵授信、內部控制及風險控管等相關業務之訓練及準備,除鼓勵員工參加專業機構所舉辦的訓練課程與研討會,擴展員工的知識領域外,並持續充實教育訓練課程。	N
以及本公司與各子公司有關薪資、獎金及員工酬勞等章則之修訂,以落實公司治理,維護股東權益。本公司由3位獨立董事組成誠信經營委員會,負責本公司誠信經營政策與防範方案之制定及監督經理部門落實執行。社會責任方面本集團參與社會公益不遺餘力並重視員工福利。106年度本公司經證交所篩選納入「台灣高薪100指數」及「台灣就業99指數」成分股,顯示證交所對於本集團重視員工薪酬及協助降低失業率之肯定。銀行子公司因長期協助國家培育體育人才,已連續9年獲教育部體育署頒發「體育推手獎」之殊榮,並獲「運動企業認證」之授證肯定；人壽子公司則榮獲第七屆台灣保險卓越獎公益關懷專案企劃金質獎。因對中小企業發展具重大貢獻且積極配合政府推動產業政策	N
提供客戶更為即時、精準、智慧化服務的決心。由「轉型穩進‧攜手第	Y
